t,px,py,pz,vx,vy,vz
0.0001717320465145627,6.777164038262438e-05,-3.886525185155171e-06,0.0008768322548031419,0.004513172572211072,-0.00259884653260972,0.0029867547906434278
0.00017281381416922972,6.79751746236819e-05,-3.898167077814369e-06,0.0008794096192430468,0.004496556820696026,-0.002589333995883207,0.0029736111211968305
0.00017389562910989905,6.817795683783427e-05,-3.9097637384137195e-06,0.0008819765810681308,0.004480118509773788,-0.002579923243716649,0.0029606023050582097
0.00017497747206652957,6.837999821953756e-05,-3.921316644990266e-06,0.0008845330532383403,0.004463854985561042,-0.0025706127404933462,0.002947726194994211
0.00017605936640980037,6.858130394173791e-05,-3.93282930394951e-06,0.0008870794973819343,0.004447762941793177,-0.002561400610594951,0.0029349802068133744
0.00017714129486382722,6.878187323576076e-05,-3.944298875654962e-06,0.00088961637754577,0.0044318397135355,-0.0025522853172436043,0.0029223622867043104
0.00017822327883559915,6.89817491379509e-05,-3.955729453157448e-06,0.0008921439348762815,0.004416082139814581,-0.002543265033395909,0.00290986999607581
0.0001793053246072792,6.918092555357733e-05,-3.967123031882791e-06,0.0008946622448293878,0.004400487398203957,-0.0025343381427774024,0.0028975011751569088
0.0001803873937909065,6.937938998873273e-05,-3.9784739912032975e-06,0.0008971713915896943,0.004385053424836069,-0.0025255034812747532,0.0028852541964585663
0.00018146950814451273,6.95771457942886e-05,-3.98978837618919e-06,0.0008996716784561515,0.0043697773496419075,-0.0025167593894387095,0.0028731268763276517
0.00018255168485849493,6.97742085325269e-05,-4.001060761726268e-06,0.0009021633954323435,0.004354656511752306,-0.0025081043416980177,0.0028611171136257957
0.00018363388246583697,6.997057230014691e-05,-4.012293840963692e-06,0.000904646507862449,0.0043396890541979455,-0.0024995372892326435,0.0028492234952604677
0.0001847161398481901,7.016624724281089e-05,-4.0234866344718e-06,0.0009071211158527416,0.0043248719762955185,-0.0024910564951401105,0.0028374436779793704
0.00018579842697592937,7.03612234820968e-05,-4.0346432968179795e-06,0.0009095872647084109,0.004310203251956587,-0.002482660793769406,0.0028257760708031046
0.00018688075652608603,7.055552346660659e-05,-4.0457631402423675e-06,0.0009120452809587244,0.004295680251304689,-0.0024743486870601023,0.0028142187596286276
0.00018796315507663207,7.074916622596678e-05,-4.056846003313918e-06,0.0009144953145653398,0.004281300336632814,-0.0024661186496974814,0.002802769678866727
0.00018904558876641867,7.094212876441604e-05,-4.067890376842971e-06,0.0009169372876963356,0.004267061691480284,-0.002457969643935982,0.0027914275601826056
0.00019012806985181587,7.113442730473206e-05,-4.0788965748794325e-06,0.0009193707794769295,0.004252961965455799,-0.002449900337013766,0.0027801907037475586
0.00019121060901925214,7.132606094056377e-05,-4.089865512216383e-06,0.0009217952335070125,0.004238998931839805,-0.0024419094451482272,0.002769057427740428
0.00019229316947280353,7.151703509106016e-05,-4.100795287423889e-06,0.0009242101463801925,0.004225171045562405,-0.0024339960983531094,0.0027580265881152256
0.00019337578219890222,7.170736149799743e-05,-4.111689588205366e-06,0.0009266157010909238,0.004211475920741522,-0.002426158899828822,0.0027470962862493533
0.0001944584524301655,7.189702862503398e-05,-4.122548460415454e-06,0.0009290123469079382,0.004197911424061618,-0.002418396649894757,0.0027362649659992116
0.00019554114758778716,7.208605494718298e-05,-4.133371215540432e-06,0.0009314004272102596,0.004184475980878329,-0.00241070843674182,0.00272553149205278
0.00019662392535437864,7.227444433536641e-05,-4.144157457034773e-06,0.0009337802527325823,0.004171166964275972,-0.002403092758820111,0.0027148938819355466
0.0001977067180312418,7.246220816258004e-05,-4.15490712710793e-06,0.0009361516034290341,0.0041579833547257675,-0.0023955490307559207,0.0027043514264105586
0.0001987895705276177,7.264934648996893e-05,-4.165620242119586e-06,0.0009385145395811986,0.0041449228285099496,-0.0023880759188390998,0.0026939022782771415
